Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
pwmp,35,35,390,27,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,189000,"[11,11,8,13,11,8,11,31,16,20,31,100]",2025-10-03,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
ตรวจหวย,46,46,2900,82,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย,72,72,2900,82,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย,79,79,2900,82,0.00,https://news.sanook.com/lotto/check/16082568/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย,88,88,2900,82,0.00,https://news.sanook.com/lotto/check/16072568/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย,90,90,2900,82,0.00,https://news.sanook.com/lotto/check/16072568/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย,97,97,2900,82,0.00,https://news.sanook.com/lotto/check/01082568/,0,0,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
2562,87,87,480,46,0.00,https://news.sanook.com/lotto/check/16082562/,0,0,0.00,0.02,57300000,"[66,81,81,54,81,54,81,54,66,66,100,100]",2025-10-02,"Knowledge panel, Video, Image, People also ask",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,8,8,720,26,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,20,20,720,26,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,48,48,720,26,0.00,https://news.sanook.com/lotto/check/16052568/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,52,52,720,26,0.00,https://news.sanook.com/lotto/check/16072568/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,59,59,720,26,0.00,https://news.sanook.com/lotto/check/16092568/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,60,60,720,26,0.00,https://news.sanook.com/lotto/check/01042560/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,61,61,720,26,0.00,https://news.sanook.com/lotto/check/01042565/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,62,62,720,26,0.00,https://news.sanook.com/lotto/check/01042563/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,63,63,720,26,0.00,https://news.sanook.com/lotto/check/01042564/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568 ไทยรัฐ,64,64,720,26,0.00,https://news.sanook.com/lotto/check/16122567/,0,0,0.00,0,53800,"[100,0,0,0]",2025-10-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
หวย ไทย,38,38,70,83,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,36800000,"[0,28,0,0,0,0,28,28,43,65,28,43]",2025-12-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
หวย ไทย,57,57,70,83,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,36800000,"[0,28,0,0,0,0,28,28,43,65,28,43]",2025-12-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
หวย ไทย,82,82,70,83,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,36800000,"[0,28,0,0,0,0,28,28,43,65,28,43]",2025-12-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ตรวจหวยงวด 16 กรกฎาคม 2568,32,32,880,18,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,522000,"[100,0,0]",2025-11-23,"Image pack, Video, Related searches","commercial, informational",Organic
25688,93,93,30,2,7.14,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0.92,1120000,"[9,9,33,9,9,23,9,23,9,19,9,23]",2025-12-14,"Sitelinks, Video, Image, AI overview","commercial, informational",Organic
ตรวจหวย 1 กพ 2568,40,40,90,12,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,10,"[0,0,0,0,100,54,3,0,0,0,0,0]",2025-11-16,"Top stories, Image pack, Video, Image, People also ask, Related searches",informational,Organic
ตรวจหวย 1 กพ 2568,49,49,90,12,0.00,https://news.sanook.com/lotto/archive/page/83/,0,0,0.00,0,10,"[0,0,0,0,100,54,3,0,0,0,0,0]",2025-11-16,"Top stories, Image pack, Video, Image, People also ask, Related searches",informational,Organic
397141,80,80,90,7,0.00,https://news.sanook.com/lotto/check/16122565/,0,0,0.00,0.01,58100,"[2,1,0,0,0,0,0,0,100,0,5,0]",2025-12-19,"Knowledge panel, Image pack, Sitelinks, Video, Image",informational,Organic
thai lottery check,19,19,40,35,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,7700000,"[64,11,11,64,11,64,11,11,11,11,11,11]",2025-12-06,"Sitelinks, Video, Image, Related searches","commercial, informational",Organic
ฉฮ,75,75,260,49,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,11400000,"[100,0,0,0,0,0,0,0,0,0]",2025-12-23,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ตรวจ หวย งวด นี้,10,10,40,78,0.00,https://news.sanook.com/lotto/archive/page/47/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,15,15,40,78,0.00,https://news.sanook.com/lotto/check/01122568/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,19,19,40,78,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,20,20,40,78,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,29,29,40,78,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,45,45,40,78,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,58,58,40,78,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย งวด นี้,83,83,40,78,0.00,https://news.sanook.com/lotto/check/02052568/,0,0,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ตํา ลา เลก ลาว,74,74,40,37,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0.01,139000,"[11,52,11,41,100,11,11,11,11,11,11,11]",2025-11-28,"Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจ หวย วัน ที่ 16,9,9,50,61,0.00,https://news.sanook.com/lotto/check/16042567/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Image pack
ตรวจ หวย วัน ที่ 16,45,45,50,61,0.00,https://news.sanook.com/lotto/check/16102567/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,50,50,50,61,0.00,https://news.sanook.com/lotto/check/16112564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,52,52,50,61,0.00,https://news.sanook.com/lotto/check/16082566/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,57,57,50,61,0.00,https://news.sanook.com/lotto/check/16062564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,66,66,50,61,0.00,https://news.sanook.com/lotto/check/16052564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,70,70,50,61,0.00,https://news.sanook.com/lotto/check/16042564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,74,74,50,61,0.00,https://news.sanook.com/lotto/check/16022564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,80,80,50,61,0.00,https://news.sanook.com/lotto/check/16032563/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,84,84,50,61,0.00,https://news.sanook.com/lotto/check/16102563/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,87,87,50,61,0.00,https://news.sanook.com/lotto/check/16062556/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,89,89,50,61,0.00,https://news.sanook.com/lotto/check/16082560/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,93,93,50,61,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,95,95,50,61,0.00,https://news.sanook.com/lotto/check/16102564/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
ตรวจ หวย วัน ที่ 16,96,96,50,61,0.00,https://news.sanook.com/lotto/check/16062560/,0,0,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
92567,39,39,390,17,0.00,https://news.sanook.com/lotto/check/01092567/,0,0,0.00,0.01,582000,"[81,81,81,81,66,81,66,100,81,81,81,81]",2025-10-01,"Knowledge panel, Video, Image, People also ask",informational,Organic
ตรวจหวย 1 มีนาคม 68,7,7,110,54,0.00,https://news.sanook.com/lotto/check/30122566/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
ตรวจหวย 1 มีนาคม 68,37,37,110,54,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,53,53,110,54,0.00,https://news.sanook.com/lotto/lotto-stats/daily/sat/10/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,58,58,110,54,0.00,https://news.sanook.com/lotto/check/01082568/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,62,62,110,54,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,71,71,110,54,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,73,73,110,54,0.00,https://news.sanook.com/lotto/check/16072568/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 1 มีนาคม 68,75,75,110,54,0.00,https://news.sanook.com/lotto/check/16062568/,0,0,0.00,0,1320000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-10-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
สต อ เบ อร รี่,93,93,70,24,0.00,https://news.sanook.com/lotto/,0,0,0.00,0.06,6710000,"[35,50,35,50,50,50,50,50,100,78,35,50]",2025-11-16,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
แทงหวย24,35,35,40,59,0.00,https://news.sanook.com/lotto/lotto-stats/daily/mon/10/,0,0,0.00,0,12200000,"[8,8,18,22,29,0,0,0,0,0,0,29]",2025-12-23,Related searches,"commercial, informational",Organic
หวย งวด นี้,10,10,70,77,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,19,19,70,77,0.00,https://news.sanook.com/lotto/archive/page/47/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,20,20,70,77,0.00,https://news.sanook.com/lotto/archive/page/47/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,25,25,70,77,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,56,56,70,77,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,64,64,70,77,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,72,72,70,77,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,83,83,70,77,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
หวย งวด นี้,90,90,70,77,0.00,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0,10100000,"[12,7,23,17,23,7,17,35,23,17,23,23]",2025-12-18,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
ตรวจหวย 1 กันยายน 68,40,40,1600,34,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,1480000,"[100,0]",2025-12-25,"Video, Featured snippet, Image, People also ask, Related searches, Short videos",informational,Organic
ตรวจหวย 1 กันยายน 68,73,73,1600,34,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,1480000,"[100,0]",2025-12-25,"Video, Featured snippet, Image, People also ask, Related searches, Short videos",informational,Organic
